traffic_type,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,src_optical_node_id,dst_optical_node_id,shortest_hops,weight,probability
H,hg_0,cdn_1,user_16,ip_4,ip_29,opt_4,opt_29,2,72000.000000,0.00306680
H,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1,283500.000000,0.01207554
H,hg_0,cdn_1,user_18,ip_4,ip_31,opt_4,opt_31,2,90750.000000,0.00386545
H,hg_0,cdn_1,user_20,ip_4,ip_27,opt_4,opt_27,1,231000.000000,0.00983933
H,hg_0,cdn_1,user_21,ip_4,ip_21,opt_4,opt_21,2,62250.000000,0.00265151
H,hg_0,cdn_1,user_22,ip_4,ip_13,opt_4,opt_13,1,91500.000000,0.00389740
H,hg_0,cdn_1,user_23,ip_4,ip_1,opt_4,opt_1,3,20666.666667,0.00088029
H,hg_0,cdn_1,user_24,ip_4,ip_6,opt_4,opt_6,2,18750.000000,0.00079865
H,hg_0,cdn_1,user_25,ip_4,ip_9,opt_4,opt_9,2,32250.000000,0.00137367
H,hg_0,cdn_1,user_27,ip_4,ip_23,opt_4,opt_23,1,324000.000000,0.01380061
H,hg_0,cdn_1,user_28,ip_4,ip_18,opt_4,opt_18,1,136500.000000,0.00581415
H,hg_0,cdn_1,user_29,ip_4,ip_29,opt_4,opt_29,2,110250.000000,0.00469604
H,hg_1,cdn_2,user_0,ip_28,ip_19,opt_28,opt_19,2,32500.000000,0.00138432
H,hg_1,cdn_2,user_1,ip_28,ip_7,opt_28,opt_7,1,216000.000000,0.00920041
H,hg_1,cdn_2,user_2,ip_28,ip_1,opt_28,opt_1,2,28500.000000,0.00121394
H,hg_1,cdn_2,user_3,ip_28,ip_6,opt_28,opt_6,3,17555.555556,0.00074777
H,hg_1,cdn_2,user_4,ip_28,ip_2,opt_28,opt_2,3,4777.777778,0.00020351
H,hg_1,cdn_2,user_5,ip_28,ip_11,opt_28,opt_11,1,167000.000000,0.00711328
H,hg_1,cdn_2,user_6,ip_28,ip_19,opt_28,opt_19,2,33750.000000,0.00143756
H,hg_1,cdn_2,user_7,ip_28,ip_17,opt_28,opt_17,2,70250.000000,0.00299226
H,hg_1,cdn_2,user_8,ip_28,ip_6,opt_28,opt_6,3,4777.777778,0.00020351
H,hg_1,cdn_2,user_9,ip_28,ip_7,opt_28,opt_7,1,153000.000000,0.00651696
H,hg_1,cdn_2,user_10,ip_28,ip_13,opt_28,opt_13,3,29777.777778,0.00126837
H,hg_1,cdn_2,user_11,ip_28,ip_23,opt_28,opt_23,3,19222.222222,0.00081876
H,hg_1,cdn_2,user_12,ip_28,ip_1,opt_28,opt_1,2,9500.000000,0.00040465
H,hg_1,cdn_2,user_13,ip_28,ip_17,opt_28,opt_17,2,49250.000000,0.00209778
H,hg_1,cdn_2,user_14,ip_28,ip_31,opt_28,opt_31,3,8777.777778,0.00037388
H,hg_1,cdn_2,user_15,ip_28,ip_8,opt_28,opt_8,3,29555.555556,0.00125890
H,hg_1,cdn_2,user_16,ip_28,ip_29,opt_28,opt_29,2,48000.000000,0.00204454
H,hg_1,cdn_2,user_17,ip_28,ip_23,opt_28,opt_23,3,21000.000000,0.00089448
H,hg_1,cdn_2,user_18,ip_28,ip_31,opt_28,opt_31,3,26888.888889,0.00114532
H,hg_1,cdn_2,user_19,ip_28,ip_4,opt_28,opt_4,3,30888.888889,0.00131570
H,hg_1,cdn_2,user_20,ip_28,ip_27,opt_28,opt_27,2,38500.000000,0.00163989
H,hg_1,cdn_2,user_21,ip_28,ip_21,opt_28,opt_21,2,41500.000000,0.00176767
H,hg_1,cdn_2,user_22,ip_28,ip_13,opt_28,opt_13,3,6777.777778,0.00028870
H,hg_1,cdn_2,user_23,ip_28,ip_1,opt_28,opt_1,2,31000.000000,0.00132043
H,hg_1,cdn_2,user_24,ip_28,ip_6,opt_28,opt_6,3,5555.555556,0.00023664
H,hg_1,cdn_2,user_25,ip_28,ip_9,opt_28,opt_9,2,21500.000000,0.00091578
H,hg_1,cdn_2,user_26,ip_28,ip_4,opt_28,opt_4,3,22888.888889,0.00097494
H,hg_1,cdn_2,user_27,ip_28,ip_23,opt_28,opt_23,3,24000.000000,0.00102227
H,hg_1,cdn_2,user_28,ip_28,ip_18,opt_28,opt_18,3,10111.111111,0.00043068
H,hg_1,cdn_2,user_29,ip_28,ip_29,opt_28,opt_29,2,73500.000000,0.00313069
H,hg_1,cdn_3,user_0,ip_29,ip_19,opt_29,opt_19,2,45500.000000,0.00193805
H,hg_1,cdn_3,user_1,ip_29,ip_7,opt_29,opt_7,2,75600.000000,0.00322014
H,hg_1,cdn_3,user_2,ip_29,ip_1,opt_29,opt_1,2,39900.000000,0.00169952
H,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1,221200.000000,0.00942190
H,hg_1,cdn_3,user_4,ip_29,ip_2,opt_29,opt_2,1,60200.000000,0.00256419
H,hg_1,cdn_3,user_5,ip_29,ip_11,opt_29,opt_11,2,58450.000000,0.00248965
H,hg_1,cdn_3,user_6,ip_29,ip_19,opt_29,opt_19,2,47250.000000,0.00201259
H,hg_1,cdn_3,user_7,ip_29,ip_17,opt_29,opt_17,3,43711.111111,0.00186185
H,hg_1,cdn_3,user_8,ip_29,ip_6,opt_29,opt_6,1,60200.000000,0.00256419
H,hg_1,cdn_3,user_9,ip_29,ip_7,opt_29,opt_7,2,53550.000000,0.00228093
H,hg_1,cdn_3,user_10,ip_29,ip_13,opt_29,opt_13,2,93800.000000,0.00399536
H,hg_1,cdn_3,user_11,ip_29,ip_23,opt_29,opt_23,1,242200.000000,0.01031638
H,hg_1,cdn_3,user_12,ip_29,ip_1,opt_29,opt_1,2,13300.000000,0.00056651
H,hg_1,cdn_3,user_13,ip_29,ip_17,opt_29,opt_17,3,30644.444444,0.00130528
H,hg_1,cdn_3,user_14,ip_29,ip_31,opt_29,opt_31,1,110600.000000,0.00471095
H,hg_1,cdn_3,user_15,ip_29,ip_8,opt_29,opt_8,2,93100.000000,0.00396555
H,hg_1,cdn_3,user_17,ip_29,ip_23,opt_29,opt_23,1,264600.000000,0.01127050
H,hg_1,cdn_3,user_18,ip_29,ip_31,opt_29,opt_31,1,338800.000000,0.01443101
H,hg_1,cdn_3,user_19,ip_29,ip_4,opt_29,opt_4,2,97300.000000,0.00414444
H,hg_1,cdn_3,user_20,ip_29,ip_27,opt_29,opt_27,1,215600.000000,0.00918337
H,hg_1,cdn_3,user_21,ip_29,ip_21,opt_29,opt_21,2,58100.000000,0.00247474
H,hg_1,cdn_3,user_22,ip_29,ip_13,opt_29,opt_13,2,21350.000000,0.00090939
H,hg_1,cdn_3,user_23,ip_29,ip_1,opt_29,opt_1,2,43400.000000,0.00184860
H,hg_1,cdn_3,user_24,ip_29,ip_6,opt_29,opt_6,1,70000.000000,0.00298161
H,hg_1,cdn_3,user_25,ip_29,ip_9,opt_29,opt_9,2,30100.000000,0.00128209
H,hg_1,cdn_3,user_26,ip_29,ip_4,opt_29,opt_4,2,72100.000000,0.00307106
H,hg_1,cdn_3,user_27,ip_29,ip_23,opt_29,opt_23,1,302400.000000,0.01288057
H,hg_1,cdn_3,user_28,ip_29,ip_18,opt_29,opt_18,2,31850.000000,0.00135663
H,hg_2,cdn_4,user_0,ip_14,ip_19,opt_14,opt_19,2,42250.000000,0.00179962
H,hg_2,cdn_4,user_1,ip_14,ip_7,opt_14,opt_7,1,280800.000000,0.01196053
H,hg_2,cdn_4,user_2,ip_14,ip_1,opt_14,opt_1,2,37050.000000,0.00157813
H,hg_2,cdn_4,user_3,ip_14,ip_6,opt_14,opt_6,1,205400.000000,0.00874891
H,hg_2,cdn_4,user_4,ip_14,ip_2,opt_14,opt_2,1,55900.000000,0.00238103
H,hg_2,cdn_4,user_5,ip_14,ip_11,opt_14,opt_11,2,54275.000000,0.00231182
H,hg_2,cdn_4,user_6,ip_14,ip_19,opt_14,opt_19,2,43875.000000,0.00186883
H,hg_2,cdn_4,user_7,ip_14,ip_17,opt_14,opt_17,2,91325.000000,0.00388994
H,hg_2,cdn_4,user_8,ip_14,ip_6,opt_14,opt_6,1,55900.000000,0.00238103
H,hg_2,cdn_4,user_9,ip_14,ip_7,opt_14,opt_7,1,198900.000000,0.00847204
H,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1,348400.000000,0.01483992
H,hg_2,cdn_4,user_11,ip_14,ip_23,opt_14,opt_23,2,56225.000000,0.00239488
H,hg_2,cdn_4,user_12,ip_14,ip_1,opt_14,opt_1,2,12350.000000,0.00052604
H,hg_2,cdn_4,user_13,ip_14,ip_17,opt_14,opt_17,2,64025.000000,0.00272711
H,hg_2,cdn_4,user_14,ip_14,ip_31,opt_14,opt_31,2,25675.000000,0.00109361
H,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1,345800.000000,0.01472917
H,hg_2,cdn_4,user_16,ip_14,ip_29,opt_14,opt_29,2,62400.000000,0.00265790
H,hg_2,cdn_4,user_17,ip_14,ip_23,opt_14,opt_23,2,61425.000000,0.00261637
H,hg_2,cdn_4,user_18,ip_14,ip_31,opt_14,opt_31,2,78650.000000,0.00335006
H,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1,361400.000000,0.01539365
H,hg_2,cdn_4,user_20,ip_14,ip_27,opt_14,opt_27,2,50050.000000,0.00213185
H,hg_2,cdn_4,user_21,ip_14,ip_21,opt_14,opt_21,2,53950.000000,0.00229797
H,hg_2,cdn_4,user_22,ip_14,ip_13,opt_14,opt_13,1,79300.000000,0.00337774
H,hg_2,cdn_4,user_23,ip_14,ip_1,opt_14,opt_1,2,40300.000000,0.00171656
H,hg_2,cdn_4,user_24,ip_14,ip_6,opt_14,opt_6,1,65000.000000,0.00276864
H,hg_2,cdn_4,user_25,ip_14,ip_9,opt_14,opt_9,2,27950.000000,0.00119052
H,hg_2,cdn_4,user_26,ip_14,ip_4,opt_14,opt_4,1,267800.000000,0.01140680
H,hg_2,cdn_4,user_27,ip_14,ip_23,opt_14,opt_23,2,70200.000000,0.00299013
H,hg_2,cdn_4,user_28,ip_14,ip_18,opt_14,opt_18,1,118300.000000,0.00503893
H,hg_2,cdn_4,user_29,ip_14,ip_29,opt_14,opt_29,2,95550.000000,0.00406990
H,hg_2,cdn_5,user_0,ip_4,ip_19,opt_4,opt_19,3,11555.555556,0.00049220
H,hg_2,cdn_5,user_1,ip_4,ip_7,opt_4,opt_7,2,43200.000000,0.00184008
H,hg_2,cdn_5,user_2,ip_4,ip_1,opt_4,opt_1,3,10133.333333,0.00043162
H,hg_2,cdn_5,user_3,ip_4,ip_6,opt_4,opt_6,2,31600.000000,0.00134599
H,hg_2,cdn_5,user_4,ip_4,ip_2,opt_4,opt_2,2,8600.000000,0.00036631
H,hg_2,cdn_5,user_5,ip_4,ip_11,opt_4,opt_11,2,33400.000000,0.00142266
H,hg_2,cdn_5,user_6,ip_4,ip_19,opt_4,opt_19,3,12000.000000,0.00051113
H,hg_2,cdn_5,user_7,ip_4,ip_17,opt_4,opt_17,3,24977.777778,0.00106392
H,hg_2,cdn_5,user_8,ip_4,ip_6,opt_4,opt_6,2,8600.000000,0.00036631
H,hg_2,cdn_5,user_9,ip_4,ip_7,opt_4,opt_7,2,30600.000000,0.00130339
H,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1,214400.000000,0.00913226
H,hg_2,cdn_5,user_11,ip_4,ip_23,opt_4,opt_23,1,138400.000000,0.00589508
H,hg_2,cdn_5,user_12,ip_4,ip_1,opt_4,opt_1,3,3377.777778,0.00014387
H,hg_2,cdn_5,user_13,ip_4,ip_17,opt_4,opt_17,3,17511.111111,0.00074588
H,hg_2,cdn_5,user_14,ip_4,ip_31,opt_4,opt_31,2,15800.000000,0.00067299
H,hg_2,cdn_5,user_15,ip_4,ip_8,opt_4,opt_8,2,53200.000000,0.00226603
H,hg_2,cdn_5,user_16,ip_4,ip_29,opt_4,opt_29,2,38400.000000,0.00163563
H,hg_2,cdn_5,user_17,ip_4,ip_23,opt_4,opt_23,1,151200.000000,0.00644029
H,hg_2,cdn_5,user_18,ip_4,ip_31,opt_4,opt_31,2,48400.000000,0.00206157
H,hg_2,cdn_5,user_20,ip_4,ip_27,opt_4,opt_27,1,123200.000000,0.00524764
H,hg_2,cdn_5,user_21,ip_4,ip_21,opt_4,opt_21,2,33200.000000,0.00141414
H,hg_2,cdn_5,user_22,ip_4,ip_13,opt_4,opt_13,1,48800.000000,0.00207861
H,hg_2,cdn_5,user_23,ip_4,ip_1,opt_4,opt_1,3,11022.222222,0.00046949
H,hg_2,cdn_5,user_24,ip_4,ip_6,opt_4,opt_6,2,10000.000000,0.00042594
H,hg_2,cdn_5,user_25,ip_4,ip_9,opt_4,opt_9,2,17200.000000,0.00073263
H,hg_2,cdn_5,user_27,ip_4,ip_23,opt_4,opt_23,1,172800.000000,0.00736033
H,hg_2,cdn_5,user_28,ip_4,ip_18,opt_4,opt_18,1,72800.000000,0.00310088
H,hg_2,cdn_5,user_29,ip_4,ip_29,opt_4,opt_29,2,58800.000000,0.00250456
H,hg_3,cdn_6,user_0,ip_13,ip_19,opt_13,opt_19,2,52000.000000,0.00221491
H,hg_3,cdn_6,user_1,ip_13,ip_7,opt_13,opt_7,2,86400.000000,0.00368016
H,hg_3,cdn_6,user_2,ip_13,ip_1,opt_13,opt_1,3,20266.666667,0.00086325
H,hg_3,cdn_6,user_3,ip_13,ip_6,opt_13,opt_6,2,63200.000000,0.00269197
H,hg_3,cdn_6,user_4,ip_13,ip_2,opt_13,opt_2,2,17200.000000,0.00073263
H,hg_3,cdn_6,user_5,ip_13,ip_11,opt_13,opt_11,2,66800.000000,0.00284531
H,hg_3,cdn_6,user_6,ip_13,ip_19,opt_13,opt_19,2,54000.000000,0.00230010
H,hg_3,cdn_6,user_7,ip_13,ip_17,opt_13,opt_17,3,49955.555556,0.00212783
H,hg_3,cdn_6,user_8,ip_13,ip_6,opt_13,opt_6,2,17200.000000,0.00073263
H,hg_3,cdn_6,user_9,ip_13,ip_7,opt_13,opt_7,2,61200.000000,0.00260678
H,hg_3,cdn_6,user_11,ip_13,ip_23,opt_13,opt_23,2,69200.000000,0.00294754
H,hg_3,cdn_6,user_12,ip_13,ip_1,opt_13,opt_1,3,6755.555556,0.00028775
H,hg_3,cdn_6,user_13,ip_13,ip_17,opt_13,opt_17,3,35022.222222,0.00149175
H,hg_3,cdn_6,user_14,ip_13,ip_31,opt_13,opt_31,2,31600.000000,0.00134599
H,hg_3,cdn_6,user_15,ip_13,ip_8,opt_13,opt_8,2,106400.000000,0.00453205
H,hg_3,cdn_6,user_16,ip_13,ip_29,opt_13,opt_29,2,76800.000000,0.00327126
H,hg_3,cdn_6,user_17,ip_13,ip_23,opt_13,opt_23,2,75600.000000,0.00322014
H,hg_3,cdn_6,user_18,ip_13,ip_31,opt_13,opt_31,2,96800.000000,0.00412315
H,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1,444800.000000,0.01894603
H,hg_3,cdn_6,user_20,ip_13,ip_27,opt_13,opt_27,1,246400.000000,0.01049528
H,hg_3,cdn_6,user_21,ip_13,ip_21,opt_13,opt_21,2,66400.000000,0.00282827
H,hg_3,cdn_6,user_23,ip_13,ip_1,opt_13,opt_1,3,22044.444444,0.00093897
H,hg_3,cdn_6,user_24,ip_13,ip_6,opt_13,opt_6,2,20000.000000,0.00085189
H,hg_3,cdn_6,user_25,ip_13,ip_9,opt_13,opt_9,2,34400.000000,0.00146525
H,hg_3,cdn_6,user_26,ip_13,ip_4,opt_13,opt_4,1,329600.000000,0.01403914
H,hg_3,cdn_6,user_27,ip_13,ip_23,opt_13,opt_23,2,86400.000000,0.00368016
H,hg_3,cdn_6,user_28,ip_13,ip_18,opt_13,opt_18,1,145600.000000,0.00620176
H,hg_3,cdn_6,user_29,ip_13,ip_29,opt_13,opt_29,2,117600.000000,0.00500911
H,hg_3,cdn_7,user_0,ip_28,ip_19,opt_28,opt_19,2,48750.000000,0.00207648
H,hg_3,cdn_7,user_1,ip_28,ip_7,opt_28,opt_7,1,324000.000000,0.01380061
H,hg_3,cdn_7,user_2,ip_28,ip_1,opt_28,opt_1,2,42750.000000,0.00182091
H,hg_3,cdn_7,user_3,ip_28,ip_6,opt_28,opt_6,3,26333.333333,0.00112165
H,hg_3,cdn_7,user_4,ip_28,ip_2,opt_28,opt_2,3,7166.666667,0.00030526
H,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1,250500.000000,0.01066992
H,hg_3,cdn_7,user_6,ip_28,ip_19,opt_28,opt_19,2,50625.000000,0.00215635
H,hg_3,cdn_7,user_7,ip_28,ip_17,opt_28,opt_17,2,105375.000000,0.00448839
H,hg_3,cdn_7,user_8,ip_28,ip_6,opt_28,opt_6,3,7166.666667,0.00030526
H,hg_3,cdn_7,user_9,ip_28,ip_7,opt_28,opt_7,1,229500.000000,0.00977543
H,hg_3,cdn_7,user_10,ip_28,ip_13,opt_28,opt_13,3,44666.666667,0.00190255
H,hg_3,cdn_7,user_11,ip_28,ip_23,opt_28,opt_23,3,28833.333333,0.00122814
H,hg_3,cdn_7,user_12,ip_28,ip_1,opt_28,opt_1,2,14250.000000,0.00060697
H,hg_3,cdn_7,user_13,ip_28,ip_17,opt_28,opt_17,2,73875.000000,0.00314667
H,hg_3,cdn_7,user_14,ip_28,ip_31,opt_28,opt_31,3,13166.666667,0.00056083
H,hg_3,cdn_7,user_15,ip_28,ip_8,opt_28,opt_8,3,44333.333333,0.00188836
H,hg_3,cdn_7,user_16,ip_28,ip_29,opt_28,opt_29,2,72000.000000,0.00306680
H,hg_3,cdn_7,user_17,ip_28,ip_23,opt_28,opt_23,3,31500.000000,0.00134173
H,hg_3,cdn_7,user_18,ip_28,ip_31,opt_28,opt_31,3,40333.333333,0.00171798
H,hg_3,cdn_7,user_19,ip_28,ip_4,opt_28,opt_4,3,46333.333333,0.00197354
H,hg_3,cdn_7,user_20,ip_28,ip_27,opt_28,opt_27,2,57750.000000,0.00245983
H,hg_3,cdn_7,user_21,ip_28,ip_21,opt_28,opt_21,2,62250.000000,0.00265151
H,hg_3,cdn_7,user_22,ip_28,ip_13,opt_28,opt_13,3,10166.666667,0.00043304
H,hg_3,cdn_7,user_23,ip_28,ip_1,opt_28,opt_1,2,46500.000000,0.00198064
H,hg_3,cdn_7,user_24,ip_28,ip_6,opt_28,opt_6,3,8333.333333,0.00035495
H,hg_3,cdn_7,user_25,ip_28,ip_9,opt_28,opt_9,2,32250.000000,0.00137367
H,hg_3,cdn_7,user_26,ip_28,ip_4,opt_28,opt_4,3,34333.333333,0.00146241
H,hg_3,cdn_7,user_27,ip_28,ip_23,opt_28,opt_23,3,36000.000000,0.00153340
H,hg_3,cdn_7,user_28,ip_28,ip_18,opt_28,opt_18,3,15166.666667,0.00064602
H,hg_3,cdn_7,user_29,ip_28,ip_29,opt_28,opt_29,2,110250.000000,0.00469604
H,hg_4,cdn_8,user_0,ip_11,ip_19,opt_11,opt_19,2,39000.000000,0.00166118
H,hg_4,cdn_8,user_1,ip_11,ip_7,opt_11,opt_7,1,259200.000000,0.01104049
H,hg_4,cdn_8,user_2,ip_11,ip_1,opt_11,opt_1,1,136800.000000,0.00582693
H,hg_4,cdn_8,user_3,ip_11,ip_6,opt_11,opt_6,2,47400.000000,0.00201898
H,hg_4,cdn_8,user_4,ip_11,ip_2,opt_11,opt_2,2,12900.000000,0.00054947
H,hg_4,cdn_8,user_6,ip_11,ip_19,opt_11,opt_19,2,40500.000000,0.00172508
H,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1,337200.000000,0.01436286
H,hg_4,cdn_8,user_8,ip_11,ip_6,opt_11,opt_6,2,12900.000000,0.00054947
H,hg_4,cdn_8,user_9,ip_11,ip_7,opt_11,opt_7,1,183600.000000,0.00782035
H,hg_4,cdn_8,user_10,ip_11,ip_13,opt_11,opt_13,2,80400.000000,0.00342460
H,hg_4,cdn_8,user_11,ip_11,ip_23,opt_11,opt_23,2,51900.000000,0.00221065
H,hg_4,cdn_8,user_12,ip_11,ip_1,opt_11,opt_1,1,45600.000000,0.00194231
H,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1,236400.000000,0.01006934
H,hg_4,cdn_8,user_14,ip_11,ip_31,opt_11,opt_31,3,10533.333333,0.00044866
H,hg_4,cdn_8,user_15,ip_11,ip_8,opt_11,opt_8,2,79800.000000,0.00339904
H,hg_4,cdn_8,user_16,ip_11,ip_29,opt_11,opt_29,2,57600.000000,0.00245344
H,hg_4,cdn_8,user_17,ip_11,ip_23,opt_11,opt_23,2,56700.000000,0.00241511
H,hg_4,cdn_8,user_18,ip_11,ip_31,opt_11,opt_31,3,32266.666667,0.00137438
H,hg_4,cdn_8,user_19,ip_11,ip_4,opt_11,opt_4,2,83400.000000,0.00355238
H,hg_4,cdn_8,user_20,ip_11,ip_27,opt_11,opt_27,1,184800.000000,0.00787146
H,hg_4,cdn_8,user_21,ip_11,ip_21,opt_11,opt_21,2,49800.000000,0.00212121
H,hg_4,cdn_8,user_22,ip_11,ip_13,opt_11,opt_13,2,18300.000000,0.00077948
H,hg_4,cdn_8,user_23,ip_11,ip_1,opt_11,opt_1,1,148800.000000,0.00633806
H,hg_4,cdn_8,user_24,ip_11,ip_6,opt_11,opt_6,2,15000.000000,0.00063892
H,hg_4,cdn_8,user_25,ip_11,ip_9,opt_11,opt_9,2,25800.000000,0.00109894
H,hg_4,cdn_8,user_26,ip_11,ip_4,opt_11,opt_4,2,61800.000000,0.00263234
H,hg_4,cdn_8,user_27,ip_11,ip_23,opt_11,opt_23,2,64800.000000,0.00276012
H,hg_4,cdn_8,user_28,ip_11,ip_18,opt_11,opt_18,2,27300.000000,0.00116283
H,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2,88200.000000,0.00375683
H,hg_4,cdn_9,user_0,ip_1,ip_19,opt_1,opt_19,2,26000.000000,0.00110746
H,hg_4,cdn_9,user_1,ip_1,ip_7,opt_1,opt_7,2,43200.000000,0.00184008
H,hg_4,cdn_9,user_3,ip_1,ip_6,opt_1,opt_6,1,126400.000000,0.00538394
H,hg_4,cdn_9,user_4,ip_1,ip_2,opt_1,opt_2,3,3822.222222,0.00016281
H,hg_4,cdn_9,user_5,ip_1,ip_11,opt_1,opt_11,1,133600.000000,0.00569062
H,hg_4,cdn_9,user_6,ip_1,ip_19,opt_1,opt_19,2,27000.000000,0.00115005
H,hg_4,cdn_9,user_7,ip_1,ip_17,opt_1,opt_17,2,56200.000000,0.00239381
H,hg_4,cdn_9,user_8,ip_1,ip_6,opt_1,opt_6,1,34400.000000,0.00146525
H,hg_4,cdn_9,user_9,ip_1,ip_7,opt_1,opt_7,2,30600.000000,0.00130339
H,hg_4,cdn_9,user_10,ip_1,ip_13,opt_1,opt_13,3,23822.222222,0.00101470
