optical_link_id,src_optical_node_id,dst_optical_node_id,slot_index,status
of_1,opt_0,opt_14,5,free
of_1,opt_0,opt_14,6,free
of_1,opt_0,opt_14,7,free
of_1,opt_0,opt_14,8,free
of_1,opt_0,opt_14,9,free
of_1,opt_0,opt_14,10,free
of_1,opt_0,opt_14,11,free
of_1,opt_0,opt_14,12,free
of_1,opt_0,opt_14,13,free
of_1,opt_0,opt_14,14,free
of_1,opt_0,opt_14,15,free
of_1,opt_0,opt_14,16,free
of_1,opt_0,opt_14,17,free
of_1,opt_0,opt_14,18,free
of_1,opt_0,opt_14,19,free
of_1,opt_0,opt_14,20,free
of_1,opt_0,opt_14,21,free
of_1,opt_0,opt_14,22,free
of_1,opt_0,opt_14,23,free
of_1,opt_0,opt_14,24,free
of_1,opt_0,opt_14,25,free
of_1,opt_0,opt_14,26,free
of_1,opt_0,opt_14,27,free
of_1,opt_0,opt_14,28,free
of_1,opt_0,opt_14,29,free
of_1,opt_0,opt_14,30,free
of_1,opt_0,opt_14,31,free
of_1,opt_0,opt_14,32,free
of_1,opt_0,opt_14,33,free
of_1,opt_0,opt_14,34,free
of_1,opt_0,opt_14,35,free
of_1,opt_0,opt_14,36,free
of_1,opt_0,opt_14,37,free
of_1,opt_0,opt_14,38,free
of_1,opt_0,opt_14,39,free
of_1,opt_0,opt_14,40,free
of_1,opt_0,opt_14,41,free
of_1,opt_0,opt_14,42,free
of_1,opt_0,opt_14,43,free
of_1,opt_0,opt_14,44,free
of_1,opt_0,opt_14,45,free
of_1,opt_0,opt_14,46,free
of_1,opt_0,opt_14,47,free
of_1,opt_0,opt_14,48,free
of_1,opt_0,opt_14,49,free
of_1,opt_0,opt_14,50,free
of_1,opt_0,opt_14,51,free
of_1,opt_0,opt_14,52,free
of_1,opt_0,opt_14,53,free
of_1,opt_0,opt_14,54,free
of_1,opt_0,opt_14,55,free
of_1,opt_0,opt_14,56,free
of_1,opt_0,opt_14,57,free
of_1,opt_0,opt_14,58,free
of_1,opt_0,opt_14,59,free
of_1,opt_0,opt_14,60,free
of_1,opt_0,opt_14,61,free
of_1,opt_0,opt_14,62,free
of_1,opt_0,opt_14,63,free
of_1,opt_0,opt_14,64,free
of_1,opt_0,opt_14,65,free
of_1,opt_0,opt_14,66,free
of_1,opt_0,opt_14,67,free
of_1,opt_0,opt_14,68,free
of_1,opt_0,opt_14,69,free
of_1,opt_0,opt_14,70,free
of_1,opt_0,opt_14,71,free
of_1,opt_0,opt_14,72,free
of_1,opt_0,opt_14,73,free
of_1,opt_0,opt_14,74,free
of_1,opt_0,opt_14,75,free
of_1,opt_0,opt_14,76,free
of_1,opt_0,opt_14,77,free
of_1,opt_0,opt_14,78,free
of_1,opt_0,opt_14,79,free
of_1,opt_0,opt_14,80,free
of_1,opt_0,opt_14,81,free
of_1,opt_0,opt_14,82,free
of_1,opt_0,opt_14,83,free
of_1,opt_0,opt_14,84,free
of_1,opt_0,opt_14,85,free
of_1,opt_0,opt_14,86,free
of_1,opt_0,opt_14,87,free
of_1,opt_0,opt_14,88,free
of_1,opt_0,opt_14,89,free
of_1,opt_0,opt_14,90,free
of_1,opt_0,opt_14,91,free
of_1,opt_0,opt_14,92,free
of_1,opt_0,opt_14,93,free
of_1,opt_0,opt_14,94,free
of_1,opt_0,opt_14,95,free
of_1,opt_0,opt_14,96,free
of_1,opt_0,opt_14,97,free
of_1,opt_0,opt_14,98,free
of_1,opt_0,opt_14,99,free
of_2,opt_0,opt_16,0,free
of_2,opt_0,opt_16,1,free
of_2,opt_0,opt_16,2,free
of_2,opt_0,opt_16,3,free
of_2,opt_0,opt_16,4,free
of_2,opt_0,opt_16,5,free
of_2,opt_0,opt_16,6,free
of_2,opt_0,opt_16,7,free
of_2,opt_0,opt_16,8,free
of_2,opt_0,opt_16,9,free
of_2,opt_0,opt_16,10,free
of_2,opt_0,opt_16,11,free
of_2,opt_0,opt_16,12,free
of_2,opt_0,opt_16,13,free
of_2,opt_0,opt_16,14,free
of_2,opt_0,opt_16,15,free
of_2,opt_0,opt_16,16,free
of_2,opt_0,opt_16,17,free
of_2,opt_0,opt_16,18,free
of_2,opt_0,opt_16,19,free
of_2,opt_0,opt_16,20,free
of_2,opt_0,opt_16,21,free
of_2,opt_0,opt_16,22,free
of_2,opt_0,opt_16,23,free
of_2,opt_0,opt_16,24,free
of_2,opt_0,opt_16,25,free
of_2,opt_0,opt_16,26,free
of_2,opt_0,opt_16,27,free
of_2,opt_0,opt_16,28,free
of_2,opt_0,opt_16,29,free
of_2,opt_0,opt_16,30,free
of_2,opt_0,opt_16,31,free
of_2,opt_0,opt_16,32,free
of_2,opt_0,opt_16,33,free
of_2,opt_0,opt_16,34,free
of_2,opt_0,opt_16,35,free
of_2,opt_0,opt_16,36,free
of_2,opt_0,opt_16,37,free
of_2,opt_0,opt_16,38,free
of_2,opt_0,opt_16,39,free
of_2,opt_0,opt_16,40,free
of_2,opt_0,opt_16,41,free
of_2,opt_0,opt_16,42,free
of_2,opt_0,opt_16,43,free
of_2,opt_0,opt_16,44,free
of_2,opt_0,opt_16,45,free
of_2,opt_0,opt_16,46,free
of_2,opt_0,opt_16,47,free
of_2,opt_0,opt_16,48,free
of_2,opt_0,opt_16,49,free
of_2,opt_0,opt_16,50,free
of_2,opt_0,opt_16,51,free
of_2,opt_0,opt_16,52,free
of_2,opt_0,opt_16,53,free
of_2,opt_0,opt_16,54,free
of_2,opt_0,opt_16,55,free
of_2,opt_0,opt_16,56,free
of_2,opt_0,opt_16,57,free
of_2,opt_0,opt_16,58,free
of_2,opt_0,opt_16,59,free
of_2,opt_0,opt_16,60,free
of_2,opt_0,opt_16,61,free
of_2,opt_0,opt_16,62,free
of_2,opt_0,opt_16,63,free
of_2,opt_0,opt_16,64,free
of_2,opt_0,opt_16,65,free
of_2,opt_0,opt_16,66,free
of_2,opt_0,opt_16,67,free
of_2,opt_0,opt_16,68,free
of_2,opt_0,opt_16,69,free
of_2,opt_0,opt_16,70,free
of_2,opt_0,opt_16,71,free
of_2,opt_0,opt_16,72,free
of_2,opt_0,opt_16,73,free
of_2,opt_0,opt_16,74,free
of_2,opt_0,opt_16,75,free
of_2,opt_0,opt_16,76,free
of_2,opt_0,opt_16,77,free
of_2,opt_0,opt_16,78,free
of_2,opt_0,opt_16,79,free
of_2,opt_0,opt_16,80,free
of_2,opt_0,opt_16,81,free
of_2,opt_0,opt_16,82,free
of_2,opt_0,opt_16,83,free
of_2,opt_0,opt_16,84,free
of_2,opt_0,opt_16,85,free
of_2,opt_0,opt_16,86,free
of_2,opt_0,opt_16,87,free
of_2,opt_0,opt_16,88,free
of_2,opt_0,opt_16,89,free
of_2,opt_0,opt_16,90,free
of_2,opt_0,opt_16,91,free
of_2,opt_0,opt_16,92,free
of_2,opt_0,opt_16,93,free
of_2,opt_0,opt_16,94,free
of_2,opt_0,opt_16,95,free
of_2,opt_0,opt_16,96,free
of_2,opt_0,opt_16,97,free
of_2,opt_0,opt_16,98,free
of_2,opt_0,opt_16,99,free
of_3,opt_0,opt_18,0,free
of_3,opt_0,opt_18,1,free
of_3,opt_0,opt_18,2,free
of_3,opt_0,opt_18,3,free
of_3,opt_0,opt_18,4,free
of_3,opt_0,opt_18,5,free
of_3,opt_0,opt_18,6,free
of_3,opt_0,opt_18,7,free
of_3,opt_0,opt_18,8,free
of_3,opt_0,opt_18,9,free
of_3,opt_0,opt_18,10,free
of_3,opt_0,opt_18,11,free
of_3,opt_0,opt_18,12,free
of_3,opt_0,opt_18,13,free
of_3,opt_0,opt_18,14,free
of_3,opt_0,opt_18,15,free
of_3,opt_0,opt_18,16,free
of_3,opt_0,opt_18,17,free
of_3,opt_0,opt_18,18,free
of_3,opt_0,opt_18,19,free
of_3,opt_0,opt_18,20,free
of_3,opt_0,opt_18,21,free
of_3,opt_0,opt_18,22,free
of_3,opt_0,opt_18,23,free
of_3,opt_0,opt_18,24,free
of_3,opt_0,opt_18,25,free
of_3,opt_0,opt_18,26,free
of_3,opt_0,opt_18,27,free
of_3,opt_0,opt_18,28,free
of_3,opt_0,opt_18,29,free
of_3,opt_0,opt_18,30,free
of_3,opt_0,opt_18,31,free
of_3,opt_0,opt_18,32,free
of_3,opt_0,opt_18,33,free
of_3,opt_0,opt_18,34,free
of_3,opt_0,opt_18,35,free
of_3,opt_0,opt_18,36,free
of_3,opt_0,opt_18,37,free
of_3,opt_0,opt_18,38,free
of_3,opt_0,opt_18,39,free
of_3,opt_0,opt_18,40,free
of_3,opt_0,opt_18,41,free
of_3,opt_0,opt_18,42,free
of_3,opt_0,opt_18,43,free
of_3,opt_0,opt_18,44,free
of_3,opt_0,opt_18,45,free
of_3,opt_0,opt_18,46,free
of_3,opt_0,opt_18,47,free
of_3,opt_0,opt_18,48,free
of_3,opt_0,opt_18,49,free
of_3,opt_0,opt_18,50,free
of_3,opt_0,opt_18,51,free
of_3,opt_0,opt_18,52,free
of_3,opt_0,opt_18,53,free
of_3,opt_0,opt_18,54,free
of_3,opt_0,opt_18,55,free
of_3,opt_0,opt_18,56,free
of_3,opt_0,opt_18,57,free
of_3,opt_0,opt_18,58,free
of_3,opt_0,opt_18,59,free
of_3,opt_0,opt_18,60,free
of_3,opt_0,opt_18,61,free
of_3,opt_0,opt_18,62,free
of_3,opt_0,opt_18,63,free
of_3,opt_0,opt_18,64,free
of_3,opt_0,opt_18,65,free
of_3,opt_0,opt_18,66,free
of_3,opt_0,opt_18,67,free
of_3,opt_0,opt_18,68,free
of_3,opt_0,opt_18,69,free
of_3,opt_0,opt_18,70,free
of_3,opt_0,opt_18,71,free
of_3,opt_0,opt_18,72,free
of_3,opt_0,opt_18,73,free
of_3,opt_0,opt_18,74,free
of_3,opt_0,opt_18,75,free
of_3,opt_0,opt_18,76,free
of_3,opt_0,opt_18,77,free
of_3,opt_0,opt_18,78,free
of_3,opt_0,opt_18,79,free
of_3,opt_0,opt_18,80,free
of_3,opt_0,opt_18,81,free
of_3,opt_0,opt_18,82,free
of_3,opt_0,opt_18,83,free
of_3,opt_0,opt_18,84,free
of_3,opt_0,opt_18,85,free
of_3,opt_0,opt_18,86,free
of_3,opt_0,opt_18,87,free
of_3,opt_0,opt_18,88,free
of_3,opt_0,opt_18,89,free
of_3,opt_0,opt_18,90,free
of_3,opt_0,opt_18,91,free
of_3,opt_0,opt_18,92,free
of_3,opt_0,opt_18,93,free
of_3,opt_0,opt_18,94,free
of_3,opt_0,opt_18,95,free
of_3,opt_0,opt_18,96,free
of_3,opt_0,opt_18,97,free
of_3,opt_0,opt_18,98,free
of_3,opt_0,opt_18,99,free
of_4,opt_0,opt_20,0,free
of_4,opt_0,opt_20,1,free
of_4,opt_0,opt_20,2,free
of_4,opt_0,opt_20,3,free
of_4,opt_0,opt_20,4,free
of_4,opt_0,opt_20,5,free
of_4,opt_0,opt_20,6,free
of_4,opt_0,opt_20,7,free
of_4,opt_0,opt_20,8,free
of_4,opt_0,opt_20,9,free
of_4,opt_0,opt_20,10,free
of_4,opt_0,opt_20,11,free
of_4,opt_0,opt_20,12,free
of_4,opt_0,opt_20,13,free
of_4,opt_0,opt_20,14,free
of_4,opt_0,opt_20,15,free
of_4,opt_0,opt_20,16,free
of_4,opt_0,opt_20,17,free
of_4,opt_0,opt_20,18,free
of_4,opt_0,opt_20,19,free
of_4,opt_0,opt_20,20,free
of_4,opt_0,opt_20,21,free
of_4,opt_0,opt_20,22,free
of_4,opt_0,opt_20,23,free
of_4,opt_0,opt_20,24,free
of_4,opt_0,opt_20,25,free
of_4,opt_0,opt_20,26,free
of_4,opt_0,opt_20,27,free
of_4,opt_0,opt_20,28,free
of_4,opt_0,opt_20,29,free
of_4,opt_0,opt_20,30,free
of_4,opt_0,opt_20,31,free
of_4,opt_0,opt_20,32,free
of_4,opt_0,opt_20,33,free
of_4,opt_0,opt_20,34,free
of_4,opt_0,opt_20,35,free
of_4,opt_0,opt_20,36,free
of_4,opt_0,opt_20,37,free
of_4,opt_0,opt_20,38,free
of_4,opt_0,opt_20,39,free
of_4,opt_0,opt_20,40,free
of_4,opt_0,opt_20,41,free
of_4,opt_0,opt_20,42,free
of_4,opt_0,opt_20,43,free
of_4,opt_0,opt_20,44,free
of_4,opt_0,opt_20,45,free
of_4,opt_0,opt_20,46,free
of_4,opt_0,opt_20,47,free
of_4,opt_0,opt_20,48,free
of_4,opt_0,opt_20,49,free
of_4,opt_0,opt_20,50,free
of_4,opt_0,opt_20,51,free
of_4,opt_0,opt_20,52,free
of_4,opt_0,opt_20,53,free
of_4,opt_0,opt_20,54,free
of_4,opt_0,opt_20,55,free
of_4,opt_0,opt_20,56,free
of_4,opt_0,opt_20,57,free
of_4,opt_0,opt_20,58,free
of_4,opt_0,opt_20,59,free
of_4,opt_0,opt_20,60,free
of_4,opt_0,opt_20,61,free
of_4,opt_0,opt_20,62,free
of_4,opt_0,opt_20,63,free
of_4,opt_0,opt_20,64,free
of_4,opt_0,opt_20,65,free
of_4,opt_0,opt_20,66,free
of_4,opt_0,opt_20,67,free
of_4,opt_0,opt_20,68,free
of_4,opt_0,opt_20,69,free
of_4,opt_0,opt_20,70,free
of_4,opt_0,opt_20,71,free
of_4,opt_0,opt_20,72,free
of_4,opt_0,opt_20,73,free
of_4,opt_0,opt_20,74,free
of_4,opt_0,opt_20,75,free
of_4,opt_0,opt_20,76,free
of_4,opt_0,opt_20,77,free
of_4,opt_0,opt_20,78,free
of_4,opt_0,opt_20,79,free
of_4,opt_0,opt_20,80,free
of_4,opt_0,opt_20,81,free
of_4,opt_0,opt_20,82,free
of_4,opt_0,opt_20,83,free
of_4,opt_0,opt_20,84,free
of_4,opt_0,opt_20,85,free
of_4,opt_0,opt_20,86,free
of_4,opt_0,opt_20,87,free
of_4,opt_0,opt_20,88,free
of_4,opt_0,opt_20,89,free
of_4,opt_0,opt_20,90,free
of_4,opt_0,opt_20,91,free
of_4,opt_0,opt_20,92,free
of_4,opt_0,opt_20,93,free
of_4,opt_0,opt_20,94,free
of_4,opt_0,opt_20,95,free
of_4,opt_0,opt_20,96,free
of_4,opt_0,opt_20,97,free
of_4,opt_0,opt_20,98,free
of_4,opt_0,opt_20,99,free
of_5,opt_0,opt_8,0,free
of_5,opt_0,opt_8,1,free
of_5,opt_0,opt_8,2,free
of_5,opt_0,opt_8,3,free
of_5,opt_0,opt_8,4,free
of_5,opt_0,opt_8,5,free
of_5,opt_0,opt_8,6,free
of_5,opt_0,opt_8,7,free
of_5,opt_0,opt_8,8,free
of_5,opt_0,opt_8,9,free
of_5,opt_0,opt_8,10,free
of_5,opt_0,opt_8,11,free
of_5,opt_0,opt_8,12,free
of_5,opt_0,opt_8,13,free
of_5,opt_0,opt_8,14,free
of_5,opt_0,opt_8,15,free
of_5,opt_0,opt_8,16,free
of_5,opt_0,opt_8,17,free
of_5,opt_0,opt_8,18,free
of_5,opt_0,opt_8,19,free
of_5,opt_0,opt_8,20,free
of_5,opt_0,opt_8,21,free
of_5,opt_0,opt_8,22,free
of_5,opt_0,opt_8,23,free
of_5,opt_0,opt_8,24,free
of_5,opt_0,opt_8,25,free
of_5,opt_0,opt_8,26,free
of_5,opt_0,opt_8,27,free
of_5,opt_0,opt_8,28,free
of_5,opt_0,opt_8,29,free
of_5,opt_0,opt_8,30,free
of_5,opt_0,opt_8,31,free
of_5,opt_0,opt_8,32,free
of_5,opt_0,opt_8,33,free
of_5,opt_0,opt_8,34,free
of_5,opt_0,opt_8,35,free
of_5,opt_0,opt_8,36,free
of_5,opt_0,opt_8,37,free
of_5,opt_0,opt_8,38,free
of_5,opt_0,opt_8,39,free
of_5,opt_0,opt_8,40,free
of_5,opt_0,opt_8,41,free
of_5,opt_0,opt_8,42,free
of_5,opt_0,opt_8,43,free
of_5,opt_0,opt_8,44,free
of_5,opt_0,opt_8,45,free
of_5,opt_0,opt_8,46,free
of_5,opt_0,opt_8,47,free
of_5,opt_0,opt_8,48,free
of_5,opt_0,opt_8,49,free
of_5,opt_0,opt_8,50,free
of_5,opt_0,opt_8,51,free
of_5,opt_0,opt_8,52,free
of_5,opt_0,opt_8,53,free
of_5,opt_0,opt_8,54,free
of_5,opt_0,opt_8,55,free
of_5,opt_0,opt_8,56,free
of_5,opt_0,opt_8,57,free
of_5,opt_0,opt_8,58,free
of_5,opt_0,opt_8,59,free
of_5,opt_0,opt_8,60,free
of_5,opt_0,opt_8,61,free
of_5,opt_0,opt_8,62,free
of_5,opt_0,opt_8,63,free
of_5,opt_0,opt_8,64,free
of_5,opt_0,opt_8,65,free
of_5,opt_0,opt_8,66,free
of_5,opt_0,opt_8,67,free
of_5,opt_0,opt_8,68,free
of_5,opt_0,opt_8,69,free
of_5,opt_0,opt_8,70,free
of_5,opt_0,opt_8,71,free
of_5,opt_0,opt_8,72,free
of_5,opt_0,opt_8,73,free
of_5,opt_0,opt_8,74,free
of_5,opt_0,opt_8,75,free
of_5,opt_0,opt_8,76,free
of_5,opt_0,opt_8,77,free
of_5,opt_0,opt_8,78,free
of_5,opt_0,opt_8,79,free
of_5,opt_0,opt_8,80,free
of_5,opt_0,opt_8,81,free
of_5,opt_0,opt_8,82,free
of_5,opt_0,opt_8,83,free
of_5,opt_0,opt_8,84,free
of_5,opt_0,opt_8,85,free
of_5,opt_0,opt_8,86,free
of_5,opt_0,opt_8,87,free
of_5,opt_0,opt_8,88,free
of_5,opt_0,opt_8,89,free
of_5,opt_0,opt_8,90,free
of_5,opt_0,opt_8,91,free
of_5,opt_0,opt_8,92,free
of_5,opt_0,opt_8,93,free
of_5,opt_0,opt_8,94,free
of_5,opt_0,opt_8,95,free
of_5,opt_0,opt_8,96,free
of_5,opt_0,opt_8,97,free
of_5,opt_0,opt_8,98,free
of_5,opt_0,opt_8,99,free
of_6,opt_1,opt_11,0,free
of_6,opt_1,opt_11,1,free
of_6,opt_1,opt_11,2,free
of_6,opt_1,opt_11,3,free
of_6,opt_1,opt_11,4,free
of_6,opt_1,opt_11,5,free
of_6,opt_1,opt_11,6,free
of_6,opt_1,opt_11,7,free
of_6,opt_1,opt_11,8,free
of_6,opt_1,opt_11,9,free
of_6,opt_1,opt_11,10,free
of_6,opt_1,opt_11,11,free
of_6,opt_1,opt_11,12,free
of_6,opt_1,opt_11,13,free
of_6,opt_1,opt_11,14,free
of_6,opt_1,opt_11,15,free
of_6,opt_1,opt_11,16,free
of_6,opt_1,opt_11,17,free
of_6,opt_1,opt_11,18,free
of_6,opt_1,opt_11,19,free
of_6,opt_1,opt_11,20,free
of_6,opt_1,opt_11,21,free
of_6,opt_1,opt_11,22,free
of_6,opt_1,opt_11,23,free
of_6,opt_1,opt_11,24,free
of_6,opt_1,opt_11,25,free
of_6,opt_1,opt_11,26,free
of_6,opt_1,opt_11,27,free
of_6,opt_1,opt_11,28,free
of_6,opt_1,opt_11,29,free
of_6,opt_1,opt_11,30,free
of_6,opt_1,opt_11,31,free
of_6,opt_1,opt_11,32,free
of_6,opt_1,opt_11,33,free
of_6,opt_1,opt_11,34,free
of_6,opt_1,opt_11,35,free
of_6,opt_1,opt_11,36,free
of_6,opt_1,opt_11,37,free
of_6,opt_1,opt_11,38,free
of_6,opt_1,opt_11,39,free
of_6,opt_1,opt_11,40,free
of_6,opt_1,opt_11,41,free
of_6,opt_1,opt_11,42,free
of_6,opt_1,opt_11,43,free
of_6,opt_1,opt_11,44,free
of_6,opt_1,opt_11,45,free
of_6,opt_1,opt_11,46,free
of_6,opt_1,opt_11,47,free
of_6,opt_1,opt_11,48,free
of_6,opt_1,opt_11,49,free
of_6,opt_1,opt_11,50,free
of_6,opt_1,opt_11,51,free
of_6,opt_1,opt_11,52,free
of_6,opt_1,opt_11,53,free
of_6,opt_1,opt_11,54,free
of_6,opt_1,opt_11,55,free
of_6,opt_1,opt_11,56,free
of_6,opt_1,opt_11,57,free
of_6,opt_1,opt_11,58,free
of_6,opt_1,opt_11,59,free
of_6,opt_1,opt_11,60,free
of_6,opt_1,opt_11,61,free
of_6,opt_1,opt_11,62,free
of_6,opt_1,opt_11,63,free
of_6,opt_1,opt_11,64,free
of_6,opt_1,opt_11,65,free
of_6,opt_1,opt_11,66,free
of_6,opt_1,opt_11,67,free
of_6,opt_1,opt_11,68,free
of_6,opt_1,opt_11,69,free
of_6,opt_1,opt_11,70,free
of_6,opt_1,opt_11,71,free
of_6,opt_1,opt_11,72,free
of_6,opt_1,opt_11,73,free
of_6,opt_1,opt_11,74,free
of_6,opt_1,opt_11,75,free
of_6,opt_1,opt_11,76,free
of_6,opt_1,opt_11,77,free
of_6,opt_1,opt_11,78,free
of_6,opt_1,opt_11,79,free
of_6,opt_1,opt_11,80,free
of_6,opt_1,opt_11,81,free
of_6,opt_1,opt_11,82,free
of_6,opt_1,opt_11,83,free
of_6,opt_1,opt_11,84,free
of_6,opt_1,opt_11,85,free
of_6,opt_1,opt_11,86,free
of_6,opt_1,opt_11,87,free
of_6,opt_1,opt_11,88,free
of_6,opt_1,opt_11,89,free
of_6,opt_1,opt_11,90,free
of_6,opt_1,opt_11,91,free
of_6,opt_1,opt_11,92,free
of_6,opt_1,opt_11,93,free
of_6,opt_1,opt_11,94,free
of_6,opt_1,opt_11,95,free
of_6,opt_1,opt_11,96,free
of_6,opt_1,opt_11,97,free
of_6,opt_1,opt_11,98,free
of_6,opt_1,opt_11,99,free
of_7,opt_1,opt_21,0,free
of_7,opt_1,opt_21,1,free
of_7,opt_1,opt_21,2,free
of_7,opt_1,opt_21,3,free
of_7,opt_1,opt_21,4,free
of_7,opt_1,opt_21,5,free
of_7,opt_1,opt_21,6,free
of_7,opt_1,opt_21,7,free
of_7,opt_1,opt_21,8,free
of_7,opt_1,opt_21,9,free
of_7,opt_1,opt_21,10,free
of_7,opt_1,opt_21,11,free
of_7,opt_1,opt_21,12,free
of_7,opt_1,opt_21,13,free
of_7,opt_1,opt_21,14,free
of_7,opt_1,opt_21,15,free
of_7,opt_1,opt_21,16,free
of_7,opt_1,opt_21,17,free
of_7,opt_1,opt_21,18,free
of_7,opt_1,opt_21,19,free
of_7,opt_1,opt_21,20,free
of_7,opt_1,opt_21,21,free
of_7,opt_1,opt_21,22,free
of_7,opt_1,opt_21,23,free
of_7,opt_1,opt_21,24,free
of_7,opt_1,opt_21,25,free
of_7,opt_1,opt_21,26,free
of_7,opt_1,opt_21,27,free
of_7,opt_1,opt_21,28,free
of_7,opt_1,opt_21,29,free
of_7,opt_1,opt_21,30,free
of_7,opt_1,opt_21,31,free
of_7,opt_1,opt_21,32,free
of_7,opt_1,opt_21,33,free
of_7,opt_1,opt_21,34,free
of_7,opt_1,opt_21,35,free
of_7,opt_1,opt_21,36,free
of_7,opt_1,opt_21,37,free
of_7,opt_1,opt_21,38,free
of_7,opt_1,opt_21,39,free
of_7,opt_1,opt_21,40,free
of_7,opt_1,opt_21,41,free
of_7,opt_1,opt_21,42,free
of_7,opt_1,opt_21,43,free
of_7,opt_1,opt_21,44,free
of_7,opt_1,opt_21,45,free
of_7,opt_1,opt_21,46,free
of_7,opt_1,opt_21,47,free
of_7,opt_1,opt_21,48,free
of_7,opt_1,opt_21,49,free
of_7,opt_1,opt_21,50,free
of_7,opt_1,opt_21,51,free
of_7,opt_1,opt_21,52,free
of_7,opt_1,opt_21,53,free
of_7,opt_1,opt_21,54,free
of_7,opt_1,opt_21,55,free
of_7,opt_1,opt_21,56,free
of_7,opt_1,opt_21,57,free
of_7,opt_1,opt_21,58,free
of_7,opt_1,opt_21,59,free
of_7,opt_1,opt_21,60,free
of_7,opt_1,opt_21,61,free
of_7,opt_1,opt_21,62,free
of_7,opt_1,opt_21,63,free
of_7,opt_1,opt_21,64,free
of_7,opt_1,opt_21,65,free
of_7,opt_1,opt_21,66,free
of_7,opt_1,opt_21,67,free
of_7,opt_1,opt_21,68,free
of_7,opt_1,opt_21,69,free
of_7,opt_1,opt_21,70,free
of_7,opt_1,opt_21,71,free
of_7,opt_1,opt_21,72,free
of_7,opt_1,opt_21,73,free
