ip_src,ip_dst,path_id,src_optical_node_id,dst_optical_node_id,optical_path,optical_hops,total_length_km
ip_0,ip_6,ip_0_ip_6_p5,opt_0,opt_6,opt_0-opt_18-opt_13-opt_14-opt_6,4,716.515
ip_0,ip_6,ip_0_ip_6_p6,opt_0,opt_6,opt_0-opt_8-opt_14-opt_6,3,737.597
ip_0,ip_6,ip_0_ip_6_p7,opt_0,opt_6,opt_0-opt_16-opt_14-opt_6,3,740.367
ip_0,ip_6,ip_0_ip_6_p8,opt_0,opt_6,opt_0-opt_16-opt_4-opt_14-opt_6,4,747.618
ip_0,ip_6,ip_0_ip_6_p9,opt_0,opt_6,opt_0-opt_14-opt_8-opt_6,3,762.306
ip_0,ip_7,ip_0_ip_7_p0,opt_0,opt_7,opt_0-opt_14-opt_7,2,800.855
ip_0,ip_7,ip_0_ip_7_p1,opt_0,opt_7,opt_0-opt_18-opt_14-opt_7,3,887.009
ip_0,ip_7,ip_0_ip_7_p2,opt_0,opt_7,opt_0-opt_13-opt_14-opt_7,3,967.792
ip_0,ip_7,ip_0_ip_7_p3,opt_0,opt_7,opt_0-opt_18-opt_13-opt_14-opt_7,4,989.882
ip_0,ip_7,ip_0_ip_7_p4,opt_0,opt_7,opt_0-opt_14-opt_3-opt_27-opt_7,4,995.675
ip_0,ip_7,ip_0_ip_7_p5,opt_0,opt_7,opt_0-opt_14-opt_3-opt_11-opt_7,4,997.631
ip_0,ip_7,ip_0_ip_7_p6,opt_0,opt_7,opt_0-opt_14-opt_3-opt_27-opt_11-opt_7,5,999.263
ip_0,ip_7,ip_0_ip_7_p7,opt_0,opt_7,opt_0-opt_8-opt_14-opt_7,3,1010.964
ip_0,ip_7,ip_0_ip_7_p8,opt_0,opt_7,opt_0-opt_14-opt_4-opt_27-opt_7,4,1013.067
ip_0,ip_7,ip_0_ip_7_p9,opt_0,opt_7,opt_0-opt_16-opt_14-opt_7,3,1013.734
ip_0,ip_8,ip_0_ip_8_p0,opt_0,opt_8,opt_0-opt_8,1,124.907
ip_0,ip_8,ip_0_ip_8_p1,opt_0,opt_8,opt_0-opt_18-opt_8,2,395.740
ip_0,ip_8,ip_0_ip_8_p2,opt_0,opt_8,opt_0-opt_14-opt_8,2,504.726
ip_0,ip_8,ip_0_ip_8_p3,opt_0,opt_8,opt_0-opt_18-opt_14-opt_8,3,590.880
ip_0,ip_8,ip_0_ip_8_p4,opt_0,opt_8,opt_0-opt_14-opt_18-opt_8,3,629.834
ip_0,ip_8,ip_0_ip_8_p5,opt_0,opt_8,opt_0-opt_13-opt_18-opt_8,3,666.474
ip_0,ip_8,ip_0_ip_8_p6,opt_0,opt_8,opt_0-opt_13-opt_14-opt_8,3,671.663
ip_0,ip_8,ip_0_ip_8_p7,opt_0,opt_8,opt_0-opt_18-opt_13-opt_14-opt_8,4,693.753
ip_0,ip_8,ip_0_ip_8_p8,opt_0,opt_8,opt_0-opt_16-opt_14-opt_8,3,717.605
ip_0,ip_8,ip_0_ip_8_p9,opt_0,opt_8,opt_0-opt_16-opt_4-opt_14-opt_8,4,724.856
ip_0,ip_9,ip_0_ip_9_p0,opt_0,opt_9,opt_0-opt_14-opt_3-opt_9,3,744.081
ip_0,ip_9,ip_0_ip_9_p1,opt_0,opt_9,opt_0-opt_14-opt_3-opt_27-opt_9,4,785.065
ip_0,ip_9,ip_0_ip_9_p2,opt_0,opt_9,opt_0-opt_14-opt_4-opt_27-opt_9,4,802.457
ip_0,ip_9,ip_0_ip_9_p3,opt_0,opt_9,opt_0-opt_16-opt_27-opt_9,3,810.182
ip_0,ip_9,ip_0_ip_9_p4,opt_0,opt_9,opt_0-opt_14-opt_4-opt_3-opt_9,4,811.538
ip_0,ip_9,ip_0_ip_9_p5,opt_0,opt_9,opt_0-opt_16-opt_4-opt_27-opt_9,4,817.203
ip_0,ip_9,ip_0_ip_9_p6,opt_0,opt_9,opt_0-opt_16-opt_3-opt_9,3,820.642
ip_0,ip_9,ip_0_ip_9_p7,opt_0,opt_9,opt_0-opt_14-opt_4-opt_27-opt_3-opt_9,5,824.543
ip_0,ip_9,ip_0_ip_9_p8,opt_0,opt_9,opt_0-opt_16-opt_4-opt_3-opt_9,4,826.284
ip_0,ip_9,ip_0_ip_9_p9,opt_0,opt_9,opt_0-opt_18-opt_3-opt_9,3,827.947
ip_0,ip_10,ip_0_ip_10_p0,opt_0,opt_10,opt_0-opt_20-opt_10,2,954.351
ip_0,ip_10,ip_0_ip_10_p1,opt_0,opt_10,opt_0-opt_14-opt_7-opt_10,3,1012.070
ip_0,ip_10,ip_0_ip_10_p2,opt_0,opt_10,opt_0-opt_14-opt_7-opt_20-opt_10,4,1019.104
ip_0,ip_10,ip_0_ip_10_p3,opt_0,opt_10,opt_0-opt_14-opt_7-opt_24-opt_10,4,1077.946
ip_0,ip_10,ip_0_ip_10_p4,opt_0,opt_10,opt_0-opt_14-opt_3-opt_11-opt_10,4,1079.513
ip_0,ip_10,ip_0_ip_10_p5,opt_0,opt_10,opt_0-opt_14-opt_3-opt_27-opt_11-opt_10,5,1081.145
ip_0,ip_10,ip_0_ip_10_p6,opt_0,opt_10,opt_0-opt_14-opt_7-opt_24-opt_20-opt_10,5,1081.812
ip_0,ip_10,ip_0_ip_10_p7,opt_0,opt_10,opt_0-opt_18-opt_14-opt_7-opt_10,4,1098.224
ip_0,ip_10,ip_0_ip_10_p8,opt_0,opt_10,opt_0-opt_14-opt_4-opt_27-opt_11-opt_10,5,1098.537
ip_0,ip_10,ip_0_ip_10_p9,opt_0,opt_10,opt_0-opt_18-opt_14-opt_7-opt_20-opt_10,5,1105.258
ip_0,ip_11,ip_0_ip_11_p0,opt_0,opt_11,opt_0-opt_14-opt_3-opt_11,3,788.245
ip_0,ip_11,ip_0_ip_11_p1,opt_0,opt_11,opt_0-opt_14-opt_3-opt_27-opt_11,4,789.877
ip_0,ip_11,ip_0_ip_11_p2,opt_0,opt_11,opt_0-opt_14-opt_4-opt_27-opt_11,4,807.269
ip_0,ip_11,ip_0_ip_11_p3,opt_0,opt_11,opt_0-opt_16-opt_27-opt_11,3,814.994
ip_0,ip_11,ip_0_ip_11_p4,opt_0,opt_11,opt_0-opt_16-opt_4-opt_27-opt_11,4,822.015
ip_0,ip_11,ip_0_ip_11_p5,opt_0,opt_11,opt_0-opt_14-opt_16-opt_27-opt_11,4,833.133
ip_0,ip_11,ip_0_ip_11_p6,opt_0,opt_11,opt_0-opt_14-opt_16-opt_4-opt_27-opt_11,5,840.154
ip_0,ip_11,ip_0_ip_11_p7,opt_0,opt_11,opt_0-opt_14-opt_4-opt_16-opt_27-opt_11,5,840.384
ip_0,ip_11,ip_0_ip_11_p8,opt_0,opt_11,opt_0-opt_13-opt_27-opt_11,3,841.554
ip_0,ip_11,ip_0_ip_11_p9,opt_0,opt_11,opt_0-opt_13-opt_4-opt_27-opt_11,4,841.567
ip_0,ip_12,ip_0_ip_12_p0,opt_0,opt_12,opt_0-opt_14-opt_2-opt_12,3,849.868
ip_0,ip_12,ip_0_ip_12_p1,opt_0,opt_12,opt_0-opt_16-opt_12,2,891.921
ip_0,ip_12,ip_0_ip_12_p2,opt_0,opt_12,opt_0-opt_8-opt_6-opt_29-opt_12,4,908.533
ip_0,ip_12,ip_0_ip_12_p3,opt_0,opt_12,opt_0-opt_14-opt_16-opt_12,3,910.060
ip_0,ip_12,ip_0_ip_12_p4,opt_0,opt_12,opt_0-opt_13-opt_12,2,913.642
ip_0,ip_12,ip_0_ip_12_p5,opt_0,opt_12,opt_0-opt_14-opt_4-opt_16-opt_12,4,917.311
ip_0,ip_12,ip_0_ip_12_p6,opt_0,opt_12,opt_0-opt_14-opt_3-opt_2-opt_12,4,918.587
ip_0,ip_12,ip_0_ip_12_p7,opt_0,opt_12,opt_0-opt_13-opt_16-opt_12,3,920.234
ip_0,ip_12,ip_0_ip_12_p8,opt_0,opt_12,opt_0-opt_8-opt_6-opt_29-opt_2-opt_12,5,930.765
ip_0,ip_12,ip_0_ip_12_p9,opt_0,opt_12,opt_0-opt_18-opt_16-opt_12,3,932.785
ip_0,ip_13,ip_0_ip_13_p0,opt_0,opt_13,opt_0-opt_13,1,260.114
ip_0,ip_13,ip_0_ip_13_p1,opt_0,opt_13,opt_0-opt_18-opt_13,2,282.204
ip_0,ip_13,ip_0_ip_13_p2,opt_0,opt_13,opt_0-opt_14-opt_13,2,326.347
ip_0,ip_13,ip_0_ip_13_p3,opt_0,opt_13,opt_0-opt_16-opt_13,2,382.463
ip_0,ip_13,ip_0_ip_13_p4,opt_0,opt_13,opt_0-opt_14-opt_4-opt_13,3,399.092
ip_0,ip_13,ip_0_ip_13_p5,opt_0,opt_13,opt_0-opt_14-opt_16-opt_13,3,400.602
ip_0,ip_13,ip_0_ip_13_p6,opt_0,opt_13,opt_0-opt_18-opt_30-opt_13,3,404.749
ip_0,ip_13,ip_0_ip_13_p7,opt_0,opt_13,opt_0-opt_14-opt_4-opt_16-opt_13,4,407.853
ip_0,ip_13,ip_0_ip_13_p8,opt_0,opt_13,opt_0-opt_18-opt_14-opt_13,3,412.501
ip_0,ip_13,ip_0_ip_13_p9,opt_0,opt_13,opt_0-opt_16-opt_4-opt_13,3,413.838
ip_0,ip_14,ip_0_ip_14_p0,opt_0,opt_14,opt_0-opt_14,1,209.762
ip_0,ip_14,ip_0_ip_14_p1,opt_0,opt_14,opt_0-opt_18-opt_14,2,295.916
ip_0,ip_14,ip_0_ip_14_p2,opt_0,opt_14,opt_0-opt_13-opt_14,2,376.699
ip_0,ip_14,ip_0_ip_14_p3,opt_0,opt_14,opt_0-opt_18-opt_13-opt_14,3,398.789
ip_0,ip_14,ip_0_ip_14_p4,opt_0,opt_14,opt_0-opt_8-opt_14,2,419.871
ip_0,ip_14,ip_0_ip_14_p5,opt_0,opt_14,opt_0-opt_16-opt_14,2,422.641
ip_0,ip_14,ip_0_ip_14_p6,opt_0,opt_14,opt_0-opt_16-opt_4-opt_14,3,429.892
ip_0,ip_14,ip_0_ip_14_p7,opt_0,opt_14,opt_0-opt_13-opt_4-opt_14,3,449.444
ip_0,ip_14,ip_0_ip_14_p8,opt_0,opt_14,opt_0-opt_13-opt_16-opt_14,3,450.954
ip_0,ip_14,ip_0_ip_14_p9,opt_0,opt_14,opt_0-opt_18-opt_4-opt_14,3,453.186
ip_0,ip_15,ip_0_ip_15_p0,opt_0,opt_15,opt_0-opt_8-opt_6-opt_15,3,479.767
ip_0,ip_15,ip_0_ip_15_p1,opt_0,opt_15,opt_0-opt_8-opt_6-opt_31-opt_15,4,526.360
ip_0,ip_15,ip_0_ip_15_p2,opt_0,opt_15,opt_0-opt_14-opt_6-opt_15,3,624.768
ip_0,ip_15,ip_0_ip_15_p3,opt_0,opt_15,opt_0-opt_14-opt_6-opt_31-opt_15,4,671.361
ip_0,ip_15,ip_0_ip_15_p4,opt_0,opt_15,opt_0-opt_18-opt_14-opt_6-opt_15,4,710.922
ip_0,ip_15,ip_0_ip_15_p5,opt_0,opt_15,opt_0-opt_18-opt_8-opt_6-opt_15,4,750.600
ip_0,ip_15,ip_0_ip_15_p6,opt_0,opt_15,opt_0-opt_18-opt_14-opt_6-opt_31-opt_15,5,757.515
ip_0,ip_15,ip_0_ip_15_p7,opt_0,opt_15,opt_0-opt_8-opt_6-opt_29-opt_15,4,781.767
ip_0,ip_15,ip_0_ip_15_p8,opt_0,opt_15,opt_0-opt_13-opt_14-opt_6-opt_15,4,791.705
ip_0,ip_15,ip_0_ip_15_p9,opt_0,opt_15,opt_0-opt_18-opt_8-opt_6-opt_31-opt_15,5,797.193
ip_0,ip_16,ip_0_ip_16_p0,opt_0,opt_16,opt_0-opt_16,1,307.132
ip_0,ip_16,ip_0_ip_16_p1,opt_0,opt_16,opt_0-opt_14-opt_16,2,325.271
ip_0,ip_16,ip_0_ip_16_p2,opt_0,opt_16,opt_0-opt_14-opt_4-opt_16,3,332.522
ip_0,ip_16,ip_0_ip_16_p3,opt_0,opt_16,opt_0-opt_13-opt_16,2,335.445
ip_0,ip_16,ip_0_ip_16_p4,opt_0,opt_16,opt_0-opt_18-opt_16,2,347.996
ip_0,ip_16,ip_0_ip_16_p5,opt_0,opt_16,opt_0-opt_18-opt_13-opt_16,3,357.535
ip_0,ip_16,ip_0_ip_16_p6,opt_0,opt_16,opt_0-opt_13-opt_4-opt_16,3,366.820
ip_0,ip_16,ip_0_ip_16_p7,opt_0,opt_16,opt_0-opt_18-opt_4-opt_16,3,370.562
ip_0,ip_16,ip_0_ip_16_p8,opt_0,opt_16,opt_0-opt_18-opt_13-opt_4-opt_16,4,388.910
ip_0,ip_16,ip_0_ip_16_p9,opt_0,opt_16,opt_0-opt_14-opt_13-opt_16,3,401.678
ip_0,ip_17,ip_0_ip_17_p0,opt_0,opt_17,opt_0-opt_14-opt_3-opt_9-opt_17,4,952.849
ip_0,ip_17,ip_0_ip_17_p1,opt_0,opt_17,opt_0-opt_14-opt_3-opt_27-opt_9-opt_17,5,993.833
ip_0,ip_17,ip_0_ip_17_p2,opt_0,opt_17,opt_0-opt_8-opt_17,2,995.238
ip_0,ip_17,ip_0_ip_17_p3,opt_0,opt_17,opt_0-opt_14-opt_4-opt_27-opt_9-opt_17,5,1011.225
ip_0,ip_17,ip_0_ip_17_p4,opt_0,opt_17,opt_0-opt_16-opt_27-opt_9-opt_17,4,1018.950
ip_0,ip_17,ip_0_ip_17_p5,opt_0,opt_17,opt_0-opt_14-opt_4-opt_3-opt_9-opt_17,5,1020.306
ip_0,ip_17,ip_0_ip_17_p6,opt_0,opt_17,opt_0-opt_16-opt_4-opt_27-opt_9-opt_17,5,1025.971
ip_0,ip_17,ip_0_ip_17_p7,opt_0,opt_17,opt_0-opt_16-opt_3-opt_9-opt_17,4,1029.410
ip_0,ip_17,ip_0_ip_17_p8,opt_0,opt_17,opt_0-opt_14-opt_4-opt_27-opt_3-opt_9-opt_17,6,1033.311
ip_0,ip_17,ip_0_ip_17_p9,opt_0,opt_17,opt_0-opt_16-opt_4-opt_3-opt_9-opt_17,5,1035.052
ip_0,ip_18,ip_0_ip_18_p0,opt_0,opt_18,opt_0-opt_18,1,135.792
ip_0,ip_18,ip_0_ip_18_p1,opt_0,opt_18,opt_0-opt_14-opt_18,2,369.886
ip_0,ip_18,ip_0_ip_18_p2,opt_0,opt_18,opt_0-opt_8-opt_18,2,384.855
ip_0,ip_18,ip_0_ip_18_p3,opt_0,opt_18,opt_0-opt_13-opt_18,2,406.526
ip_0,ip_18,ip_0_ip_18_p4,opt_0,opt_18,opt_0-opt_14-opt_13-opt_18,3,472.759
ip_0,ip_18,ip_0_ip_18_p5,opt_0,opt_18,opt_0-opt_16-opt_18,2,519.336
ip_0,ip_18,ip_0_ip_18_p6,opt_0,opt_18,opt_0-opt_14-opt_4-opt_18,3,527.156
ip_0,ip_18,ip_0_ip_18_p7,opt_0,opt_18,opt_0-opt_16-opt_13-opt_18,3,528.875
ip_0,ip_18,ip_0_ip_18_p8,opt_0,opt_18,opt_0-opt_13-opt_30-opt_18,3,529.071
ip_0,ip_18,ip_0_ip_18_p9,opt_0,opt_18,opt_0-opt_13-opt_14-opt_18,3,536.823
ip_0,ip_19,ip_0_ip_19_p0,opt_0,opt_19,opt_0-opt_20-opt_19,2,1045.175
ip_0,ip_19,ip_0_ip_19_p1,opt_0,opt_19,opt_0-opt_20-opt_10-opt_19,3,1045.965
ip_0,ip_19,ip_0_ip_19_p2,opt_0,opt_19,opt_0-opt_14-opt_3-opt_9-opt_19,4,1079.014
ip_0,ip_19,ip_0_ip_19_p3,opt_0,opt_19,opt_0-opt_14-opt_3-opt_9-opt_17-opt_19,5,1085.153
ip_0,ip_19,ip_0_ip_19_p4,opt_0,opt_19,opt_0-opt_14-opt_7-opt_19,3,1094.710
ip_0,ip_19,ip_0_ip_19_p5,opt_0,opt_19,opt_0-opt_14-opt_7-opt_10-opt_19,4,1103.684
ip_0,ip_19,ip_0_ip_19_p6,opt_0,opt_19,opt_0-opt_14-opt_7-opt_20-opt_19,4,1109.928
ip_0,ip_19,ip_0_ip_19_p7,opt_0,opt_19,opt_0-opt_14-opt_7-opt_20-opt_10-opt_19,5,1110.718
ip_0,ip_19,ip_0_ip_19_p8,opt_0,opt_19,opt_0-opt_14-opt_3-opt_27-opt_9-opt_19,5,1119.998
ip_0,ip_19,ip_0_ip_19_p9,opt_0,opt_19,opt_0-opt_14-opt_3-opt_27-opt_9-opt_17-opt_19,6,1126.137
ip_0,ip_20,ip_0_ip_20_p0,opt_0,opt_20,opt_0-opt_20,1,875.174
ip_0,ip_20,ip_0_ip_20_p1,opt_0,opt_20,opt_0-opt_14-opt_7-opt_20,3,939.927
ip_0,ip_20,ip_0_ip_20_p2,opt_0,opt_20,opt_0-opt_14-opt_7-opt_24-opt_20,4,1002.635
ip_0,ip_20,ip_0_ip_20_p3,opt_0,opt_20,opt_0-opt_18-opt_14-opt_7-opt_20,4,1026.081
ip_0,ip_20,ip_0_ip_20_p4,opt_0,opt_20,opt_0-opt_14-opt_7-opt_25-opt_20,4,1053.553
ip_0,ip_20,ip_0_ip_20_p5,opt_0,opt_20,opt_0-opt_14-opt_3-opt_11-opt_20,4,1056.334
ip_0,ip_20,ip_0_ip_20_p6,opt_0,opt_20,opt_0-opt_14-opt_3-opt_27-opt_11-opt_20,5,1057.966
ip_0,ip_20,ip_0_ip_20_p7,opt_0,opt_20,opt_0-opt_14-opt_7-opt_25-opt_24-opt_20,5,1070.667
ip_0,ip_20,ip_0_ip_20_p8,opt_0,opt_20,opt_0-opt_14-opt_4-opt_27-opt_11-opt_20,5,1075.358
ip_0,ip_20,ip_0_ip_20_p9,opt_0,opt_20,opt_0-opt_16-opt_27-opt_11-opt_20,4,1083.083
ip_0,ip_21,ip_0_ip_21_p0,opt_0,opt_21,opt_0-opt_14-opt_3-opt_9-opt_21,4,930.747
ip_0,ip_21,ip_0_ip_21_p1,opt_0,opt_21,opt_0-opt_14-opt_3-opt_27-opt_9-opt_21,5,971.731
ip_0,ip_21,ip_0_ip_21_p2,opt_0,opt_21,opt_0-opt_14-opt_4-opt_27-opt_9-opt_21,5,989.123
ip_0,ip_21,ip_0_ip_21_p3,opt_0,opt_21,opt_0-opt_16-opt_27-opt_9-opt_21,4,996.848
ip_0,ip_21,ip_0_ip_21_p4,opt_0,opt_21,opt_0-opt_14-opt_4-opt_3-opt_9-opt_21,5,998.204
ip_0,ip_21,ip_0_ip_21_p5,opt_0,opt_21,opt_0-opt_16-opt_4-opt_27-opt_9-opt_21,5,1003.869
ip_0,ip_21,ip_0_ip_21_p6,opt_0,opt_21,opt_0-opt_16-opt_3-opt_9-opt_21,4,1007.308
ip_0,ip_21,ip_0_ip_21_p7,opt_0,opt_21,opt_0-opt_18-opt_21,2,1007.748
ip_0,ip_21,ip_0_ip_21_p8,opt_0,opt_21,opt_0-opt_14-opt_4-opt_27-opt_3-opt_9-opt_21,6,1011.209
ip_0,ip_21,ip_0_ip_21_p9,opt_0,opt_21,opt_0-opt_16-opt_4-opt_3-opt_9-opt_21,5,1012.950
ip_0,ip_22,ip_0_ip_22_p0,opt_0,opt_22,opt_0-opt_14-opt_2-opt_22,3,985.665
ip_0,ip_22,ip_0_ip_22_p1,opt_0,opt_22,opt_0-opt_8-opt_6-opt_31-opt_23-opt_22,5,1011.284
ip_0,ip_22,ip_0_ip_22_p2,opt_0,opt_22,opt_0-opt_8-opt_6-opt_15-opt_31-opt_23-opt_22,6,1018.819
ip_0,ip_22,ip_0_ip_22_p3,opt_0,opt_22,opt_0-opt_14-opt_3-opt_2-opt_22,4,1054.384
ip_0,ip_22,ip_0_ip_22_p4,opt_0,opt_22,opt_0-opt_8-opt_6-opt_29-opt_2-opt_22,5,1066.562
ip_0,ip_22,ip_0_ip_22_p5,opt_0,opt_22,opt_0-opt_18-opt_14-opt_2-opt_22,4,1071.819
ip_0,ip_22,ip_0_ip_22_p6,opt_0,opt_22,opt_0-opt_8-opt_6-opt_15-opt_29-opt_2-opt_22,6,1100.648
ip_0,ip_22,ip_0_ip_22_p7,opt_0,opt_22,opt_0-opt_14-opt_2-opt_12-opt_22,4,1111.381
ip_0,ip_22,ip_0_ip_22_p8,opt_0,opt_22,opt_0-opt_8-opt_6-opt_29-opt_23-opt_22,5,1113.914
ip_0,ip_22,ip_0_ip_22_p9,opt_0,opt_22,opt_0-opt_14-opt_4-opt_3-opt_2-opt_22,5,1121.841
ip_0,ip_23,ip_0_ip_23_p0,opt_0,opt_23,opt_0-opt_8-opt_6-opt_31-opt_23,4,833.002
ip_0,ip_23,ip_0_ip_23_p1,opt_0,opt_23,opt_0-opt_8-opt_6-opt_15-opt_31-opt_23,5,840.537
