demand_id,traffic_type,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,demand_gbps,ip_path,ip_link_path,ip_hops,opened_lightpaths,status,block_reason
bg_29,BG,,,,ip_4,ip_31,10.000,ip_4-ip_16-ip_14-ip_13-ip_26-ip_12-ip_31,ip_link_21-ip_link_13-ip_link_9-ip_link_11-ip_link_7-ip_link_8,6,2,routed,
bg_30,BG,,,,ip_15,ip_13,7.000,ip_15-ip_31-ip_20-ip_24-ip_7-ip_25-ip_10-ip_19-ip_14-ip_13,ip_link_17-ip_link_28-ip_link_27-ip_link_33-ip_link_34-ip_link_4-ip_link_2-ip_link_14-ip_link_9,9,3,routed,
bg_31,BG,,,,ip_2,ip_7,14.000,ip_2-ip_24-ip_7,ip_link_25-ip_link_33,2,0,routed,
bg_32,BG,,,,ip_2,ip_8,40.000,ip_2-ip_9-ip_4-ip_16-ip_14-ip_19-ip_7-ip_24-ip_20-ip_31-ip_15-ip_28-ip_8,ip_link_26-ip_link_42-ip_link_21-ip_link_13-ip_link_14-ip_link_24-ip_link_33-ip_link_27-ip_link_28-ip_link_17-ip_link_16-ip_link_40,12,9,routed,
bg_33,BG,,,,ip_7,ip_22,38.000,ip_7-ip_19-ip_10-ip_25-ip_12-ip_31-ip_15-ip_6-ip_22,ip_link_24-ip_link_2-ip_link_4-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_30,8,4,routed,
bg_34,BG,,,,ip_10,ip_12,24.000,ip_10-ip_20-ip_24-ip_25-ip_12,ip_link_3-ip_link_27-ip_link_32-ip_link_6,4,2,routed,
bg_35,BG,,,,ip_14,ip_21,25.000,ip_14-ip_16-ip_13-ip_26-ip_21,ip_link_13-ip_link_10-ip_link_11-ip_link_29,4,3,routed,
bg_36,BG,,,,ip_3,ip_18,15.000,ip_3-ip_27-ip_16-ip_4-ip_9-ip_2-ip_24-ip_18,ip_link_38-ip_link_20-ip_link_21-ip_link_42-ip_link_26-ip_link_25-ip_link_23,7,3,routed,
bg_37,BG,,,,ip_14,ip_30,23.000,ip_14-ip_26-ip_8-ip_30,ip_link_15-ip_link_37-ip_link_41,3,2,routed,
bg_38,BG,,,,ip_6,ip_18,40.000,ip_6-ip_15-ip_28-ip_4-ip_9-ip_2-ip_24-ip_18,ip_link_18-ip_link_16-ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_23,7,6,routed,
bg_39,BG,,,,ip_26,ip_11,21.000,ip_26-ip_12-ip_25-ip_24-ip_7-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6-ip_8-ip_5-ip_11,ip_link_7-ip_link_6-ip_link_32-ip_link_33-ip_link_24-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18-ip_link_44-ip_link_43-ip_link_5,13,8,routed,
bg_40,BG,,,,ip_22,ip_16,20.000,ip_22-ip_6-ip_15-ip_28-ip_4-ip_16,ip_link_30-ip_link_18-ip_link_16-ip_link_39-ip_link_21,5,0,routed,
bg_41,BG,,,,ip_0,ip_6,18.000,ip_0-ip_26-ip_8-ip_6,ip_link_0-ip_link_37-ip_link_44,3,2,routed,
bg_42,BG,,,,ip_1,ip_30,28.000,ip_1-ip_4-ip_13-ip_26-ip_8-ip_30,ip_link_1-ip_link_12-ip_link_11-ip_link_37-ip_link_41,5,4,routed,
bg_43,BG,,,,ip_10,ip_15,21.000,ip_10-ip_20-ip_31-ip_15,ip_link_3-ip_link_28-ip_link_17,3,2,routed,
bg_44,BG,,,,ip_25,ip_19,24.000,ip_25-ip_24-ip_7-ip_19,ip_link_32-ip_link_33-ip_link_24,3,1,routed,
bg_45,BG,,,,ip_14,ip_7,14.000,ip_14-ip_19-ip_10-ip_25-ip_7,ip_link_14-ip_link_2-ip_link_4-ip_link_34,4,1,routed,
bg_46,BG,,,,ip_2,ip_13,29.000,ip_2-ip_9-ip_4-ip_13,ip_link_26-ip_link_42-ip_link_12,3,1,routed,
bg_47,BG,,,,ip_13,ip_20,20.000,ip_13-ip_4-ip_28-ip_15-ip_31-ip_20,ip_link_12-ip_link_39-ip_link_16-ip_link_17-ip_link_28,5,4,routed,
bg_48,BG,,,,ip_15,ip_8,33.000,ip_15-ip_28-ip_8,ip_link_16-ip_link_40,2,1,routed,
bg_49,BG,,,,ip_3,ip_21,20.000,ip_3-ip_27-ip_16-ip_21,ip_link_38-ip_link_20-ip_link_19,3,2,routed,
bg_50,BG,,,,ip_30,ip_11,13.000,ip_30-ip_8-ip_5-ip_11,ip_link_41-ip_link_43-ip_link_5,3,0,routed,
bg_51,BG,,,,ip_9,ip_8,40.000,ip_9-ip_4-ip_16-ip_14-ip_13-ip_26-ip_12-ip_25-ip_10-ip_20-ip_31-ip_15-ip_6-ip_8,ip_link_42-ip_link_21-ip_link_13-ip_link_9-ip_link_11-ip_link_7-ip_link_6-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_18-ip_link_44,13,9,routed,
bg_52,BG,,,,ip_10,ip_31,40.000,ip_10-ip_25-ip_12-ip_31,ip_link_4-ip_link_6-ip_link_8,3,1,routed,
bg_53,BG,,,,ip_6,ip_31,22.000,ip_6-ip_15-ip_31,ip_link_18-ip_link_17,2,1,routed,
bg_54,BG,,,,ip_26,ip_10,6.000,ip_26-ip_14-ip_19-ip_10,ip_link_15-ip_link_14-ip_link_2,3,0,routed,
bg_55,BG,,,,ip_26,ip_19,29.000,ip_26-ip_3-ip_27-ip_16-ip_14-ip_19,ip_link_36-ip_link_38-ip_link_20-ip_link_13-ip_link_14,5,3,routed,
bg_56,BG,,,,ip_29,ip_6,34.000,ip_29-ip_26-ip_8-ip_28-ip_15-ip_6,ip_link_35-ip_link_37-ip_link_40-ip_link_16-ip_link_18,5,3,routed,
bg_57,BG,,,,ip_14,ip_17,13.000,ip_14-ip_13-ip_16-ip_4-ip_9-ip_2-ip_24-ip_7-ip_19-ip_10-ip_25-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_9-ip_link_10-ip_link_21-ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_24-ip_link_2-ip_link_4-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_22,15,4,routed,
bg_58,BG,,,,ip_19,ip_4,27.000,ip_19-ip_7-ip_24-ip_25-ip_10-ip_20-ip_31-ip_15-ip_28-ip_4,ip_link_24-ip_link_33-ip_link_32-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_16-ip_link_39,9,6,routed,
bg_59,BG,,,,ip_25,ip_27,18.000,ip_25-ip_12-ip_26-ip_21-ip_16-ip_27,ip_link_6-ip_link_7-ip_link_29-ip_link_19-ip_link_20,5,0,routed,
bg_60,BG,,,,ip_7,ip_14,22.000,ip_7-ip_19-ip_14,ip_link_24-ip_link_14,2,2,routed,
bg_61,BG,,,,ip_18,ip_11,7.000,ip_18-ip_24-ip_2-ip_9-ip_4-ip_16-ip_14-ip_13-ip_26-ip_8-ip_5-ip_11,ip_link_23-ip_link_25-ip_link_26-ip_link_42-ip_link_21-ip_link_13-ip_link_9-ip_link_11-ip_link_37-ip_link_43-ip_link_5,11,2,routed,
bg_62,BG,,,,ip_16,ip_29,28.000,ip_16-ip_14-ip_26-ip_29,ip_link_13-ip_link_15-ip_link_35,3,1,routed,
bg_63,BG,,,,ip_5,ip_11,40.000,ip_5-ip_11,ip_link_5,1,1,routed,
bg_64,BG,,,,ip_21,ip_16,8.000,ip_21-ip_26-ip_12-ip_31-ip_20-ip_10-ip_19-ip_14-ip_13-ip_4-ip_16,ip_link_29-ip_link_7-ip_link_8-ip_link_28-ip_link_3-ip_link_2-ip_link_14-ip_link_9-ip_link_12-ip_link_21,10,2,routed,
bg_65,BG,,,,ip_31,ip_4,10.000,ip_31-ip_15-ip_28-ip_4,ip_link_17-ip_link_16-ip_link_39,3,0,routed,
bg_66,BG,,,,ip_7,ip_31,39.000,ip_7-ip_24-ip_2-ip_9-ip_4-ip_28-ip_15-ip_31,ip_link_33-ip_link_25-ip_link_26-ip_link_42-ip_link_39-ip_link_16-ip_link_17,7,6,routed,
bg_67,BG,,,,ip_7,ip_18,34.000,ip_7-ip_24-ip_18,ip_link_33-ip_link_23,2,1,routed,
bg_68,BG,,,,ip_5,ip_21,25.000,ip_5-ip_8-ip_26-ip_21,ip_link_43-ip_link_37-ip_link_29,3,1,routed,
bg_69,BG,,,,ip_20,ip_4,14.000,ip_20-ip_10-ip_25-ip_24-ip_2-ip_9-ip_4,ip_link_3-ip_link_4-ip_link_32-ip_link_25-ip_link_26-ip_link_42,6,1,routed,
bg_70,BG,,,,ip_9,ip_27,34.000,ip_9-ip_2-ip_24-ip_7-ip_25-ip_12-ip_31-ip_15-ip_28-ip_4-ip_16-ip_27,ip_link_26-ip_link_25-ip_link_33-ip_link_34-ip_link_6-ip_link_8-ip_link_17-ip_link_16-ip_link_39-ip_link_21-ip_link_20,11,8,routed,
bg_71,BG,,,,ip_25,ip_1,20.000,ip_25-ip_24-ip_20-ip_10-ip_19-ip_14-ip_16-ip_4-ip_1,ip_link_32-ip_link_27-ip_link_3-ip_link_2-ip_link_14-ip_link_13-ip_link_21-ip_link_1,8,4,routed,
bg_72,BG,,,,ip_14,ip_7,34.000,ip_14-ip_16-ip_21-ip_26-ip_13-ip_4-ip_28-ip_15-ip_31-ip_12-ip_25-ip_24-ip_7,ip_link_13-ip_link_19-ip_link_29-ip_link_11-ip_link_12-ip_link_39-ip_link_16-ip_link_17-ip_link_8-ip_link_6-ip_link_32-ip_link_33,12,7,routed,
bg_73,BG,,,,ip_21,ip_9,39.000,ip_21-ip_16-ip_4-ip_13-ip_14-ip_19-ip_10-ip_20-ip_24-ip_2-ip_9,ip_link_19-ip_link_21-ip_link_12-ip_link_9-ip_link_14-ip_link_2-ip_link_3-ip_link_27-ip_link_25-ip_link_26,10,7,routed,
bg_74,BG,,,,ip_25,ip_13,37.000,ip_25-ip_7-ip_19-ip_10-ip_20-ip_24-ip_2-ip_9-ip_4-ip_13,ip_link_34-ip_link_24-ip_link_2-ip_link_3-ip_link_27-ip_link_25-ip_link_26-ip_link_42-ip_link_12,9,5,routed,
bg_75,BG,,,,ip_8,ip_29,16.000,ip_8-ip_26-ip_29,ip_link_37-ip_link_35,2,1,routed,
bg_76,BG,,,,ip_5,ip_15,16.000,ip_5-ip_8-ip_28-ip_15,ip_link_43-ip_link_40-ip_link_16,3,0,routed,
bg_77,BG,,,,ip_18,ip_3,16.000,ip_18-ip_24-ip_7-ip_19-ip_14-ip_13-ip_26-ip_12-ip_25-ip_10-ip_20-ip_31-ip_15-ip_28-ip_4-ip_16-ip_27-ip_3,ip_link_23-ip_link_33-ip_link_24-ip_link_14-ip_link_9-ip_link_11-ip_link_7-ip_link_6-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_16-ip_link_39-ip_link_21-ip_link_20-ip_link_38,17,7,routed,
bg_78,BG,,,,ip_24,ip_23,28.000,ip_24-ip_7-ip_19-ip_10-ip_20-ip_31-ip_15-ip_28-ip_8-ip_26-ip_23,ip_link_33-ip_link_24-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_16-ip_link_40-ip_link_37-ip_link_31,10,5,routed,
bg_79,BG,,,,ip_1,ip_9,10.000,ip_1-ip_4-ip_9,ip_link_1-ip_link_42,2,0,routed,
